   0.0000000000000000        0.0000000000000000     
  0.99963505200000002        1.4911487765221478     
   1.9992701040000000        1.9463193235626344     
   2.9989051559999997        2.2499613526572837     
   3.9985402080000001        2.5154977999559538     
   4.9981752600000000        2.7653109675696963     
   5.9978103119999995        3.0417112659390879     
   6.9974453639999998        3.2758509281707382     
   7.9970804160000002        3.4571841938915244     
   8.9967154679999997        3.7812723478926902     
   9.9963505200000000        3.9815790506901796     
